[2026-03-29 20:03:12 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-29 20:05:05 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-29 20:05:05 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|     railroad     | 38.06 |  92.0 |
|      river       | 57.24 | 68.92 |
|       road       | 31.98 | 43.34 |
|       rock       | 38.72 | 54.34 |
|       roof       | 12.42 | 55.67 |
|       rug        |  1.95 |  2.64 |
|      salad       |  0.0  |  nan  |
|       sand       | 34.98 | 41.08 |
|       sea        | 43.38 | 55.26 |
|      shelf       | 33.15 | 35.97 |
|    sky-other     | 51.14 | 57.45 |
|    skyscraper    | 12.62 | 20.26 |
|       snow       | 58.17 | 73.29 |
|   solid-other    |  1.57 |  3.83 |
|      stairs      |  0.0  |  0.0  |
|      stone       | 37.83 |  52.5 |
|      straw       |  0.02 |  0.02 |
| structural-other |  0.0  |  0.0  |
|      table       | 15.49 | 19.86 |
|       tent       | 22.88 | 72.15 |
|  textile-other   |  1.6  |  1.94 |
|      towel       | 28.87 | 68.57 |
|       tree       | 25.31 | 28.42 |
|    vegetable     | 25.52 | 45.81 |
|    wall-brick    | 42.95 | 63.86 |
|  wall-concrete   |  2.6  |  2.62 |
|    wall-other    |  2.39 |  4.31 |
|    wall-panel    |  0.0  |  0.0  |
|    wall-stone    | 38.01 |  53.0 |
|    wall-tile     | 48.69 | 64.21 |
|    wall-wood     |  0.64 |  0.68 |
|   water-other    | 19.15 | 53.29 |
|    waterdrops    |  0.0  |  nan  |
|   window-blind   | 21.09 |  21.6 |
|   window-other   | 25.11 | 53.73 |
|       wood       |  2.3  |  4.57 |
+------------------+-------+-------+
[2026-03-29 20:05:05 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-29 20:05:05 CLIP_DINOiser_fast] (logging.py 102): INFO 
+-------+-------+-------+
|  aAcc |  mIoU |  mAcc |
+-------+-------+-------+
| 37.23 | 20.21 | 35.04 |
+-------+-------+-------+
