[2026-04-15 15:38:43 CLIP_DINOiser_fast_intermediate_grad] (run_remix_training_experiment.py 150): INFO Training finished. Running evaluation...
[2026-04-15 16:07:34 CLIP_DINOiser_fast_intermediate_grad] (logging.py 102): INFO per class results:
[2026-04-15 16:07:34 CLIP_DINOiser_fast_intermediate_grad] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|      toilet      | 42.72 | 68.03 |
|        tv        | 27.94 | 34.04 |
|      laptop      | 41.63 | 55.88 |
|      mouse       | 20.37 |  46.0 |
|      remote      | 15.95 | 69.03 |
|     keyboard     | 42.01 | 63.22 |
|    cell phone    | 31.01 | 48.77 |
|    microwave     | 20.46 | 24.24 |
|       oven       | 26.02 | 63.68 |
|     toaster      | 24.26 | 47.78 |
|       sink       | 27.16 | 42.26 |
|   refrigerator   | 43.71 | 52.13 |
|       book       | 21.53 | 24.46 |
|      clock       | 43.94 | 80.51 |
|       vase       | 30.47 |  48.8 |
|     scissors     | 49.39 | 57.82 |
|    teddy bear    |  60.8 |  73.4 |
|    hair drier    |  0.65 |  9.14 |
|    toothbrush    | 27.25 | 51.24 |
|      banner      |  1.08 | 81.24 |
|     blanket      |  5.51 | 19.63 |
|      branch      |  9.39 | 35.29 |
|      bridge      | 26.16 | 37.65 |
|  building-other  | 31.45 | 49.76 |
|       bush       |  8.9  | 26.29 |
|     cabinet      | 23.49 | 32.33 |
|       cage       |  4.09 |  4.5  |
|    cardboard     |  22.2 | 25.66 |
|      carpet      | 36.63 | 50.07 |
|  ceiling-other   |  27.7 | 46.36 |
|   ceiling-tile   |  8.57 | 20.77 |
|      cloth       |  0.38 |  1.42 |
|     clothes      |  3.4  | 26.86 |
|      clouds      | 24.95 | 26.87 |
|     counter      | 11.81 | 33.28 |
|     cupboard     |  3.07 |  11.4 |
|     curtain      | 30.12 |  34.7 |
|    desk-stuff    | 17.62 | 24.31 |
|       dirt       | 11.58 | 13.07 |
|    door-stuff    | 13.24 | 17.41 |
|      fence       | 25.09 |  37.7 |
|   floor-marble   |  2.33 |  3.34 |
|   floor-other    |  7.92 | 40.83 |
|   floor-stone    |  0.46 |  0.91 |
|    floor-tile    | 29.93 | 32.89 |
|    floor-wood    | 18.15 | 22.99 |
|      flower      | 30.12 | 41.35 |
|       fog        |  9.29 | 11.26 |
|    food-other    |  11.5 |  74.1 |
|      fruit       |  18.8 | 55.02 |
| furniture-other  |  5.24 |  8.48 |
|      grass       | 38.56 | 45.28 |
|      gravel      | 11.25 |  31.3 |
|   ground-other   |  2.55 | 38.04 |
|       hill       |  3.68 |  4.19 |
|      house       | 10.95 | 30.27 |
|      leaves      |  7.99 | 10.41 |
|      light       |  3.76 | 30.37 |
|       mat        |  0.56 |  3.43 |
|      metal       |  5.5  |  6.44 |
|   mirror-stuff   |  16.8 | 20.57 |
|       moss       |  0.0  |  0.0  |
|     mountain     | 35.56 | 58.03 |
|       mud        |  0.05 |  0.17 |
|      napkin      |  8.07 | 18.95 |
|       net        | 12.18 | 27.48 |
|      paper       | 14.21 | 27.11 |
|     pavement     |  33.2 | 56.77 |
|      pillow      |  4.5  | 17.41 |
|   plant-other    |  3.53 |  4.46 |
|     plastic      |  3.83 |  4.14 |
|     platform     |  2.18 |  3.47 |
|   playingfield   |  0.07 |  0.07 |
|     railing      |  3.64 | 11.71 |
|     railroad     | 43.52 | 84.03 |
|      river       | 36.03 | 52.07 |
|       road       |  21.5 | 24.93 |
|       rock       | 26.35 | 32.55 |
|       roof       |  3.25 | 30.02 |
|       rug        | 16.21 | 21.25 |
|      salad       | 17.39 | 33.61 |
|       sand       | 40.36 | 48.45 |
|       sea        | 43.84 | 50.03 |
|      shelf       | 14.95 | 17.19 |
|    sky-other     | 46.61 | 58.26 |
|    skyscraper    | 22.35 | 32.16 |
|       snow       |  72.5 | 87.05 |
|   solid-other    |  0.12 |  0.53 |
|      stairs      |  8.76 | 13.76 |
|      stone       |  6.9  | 10.01 |
|      straw       |  9.63 | 11.35 |
| structural-other |  0.17 |  0.44 |
|      table       |  5.12 |  6.83 |
|       tent       |  5.83 | 10.39 |
|  textile-other   |  4.1  |  6.46 |
|      towel       |  7.18 | 42.81 |
|       tree       | 22.68 | 24.17 |
|    vegetable     | 16.47 | 37.07 |
|    wall-brick    |  25.8 |  35.6 |
|  wall-concrete   |  3.3  |  3.4  |
|    wall-other    |  6.09 | 10.47 |
|    wall-panel    |  1.78 |  2.43 |
|    wall-stone    | 22.14 | 31.46 |
|    wall-tile     | 40.06 | 54.91 |
|    wall-wood     |  8.05 |  8.57 |
|   water-other    | 12.92 | 52.71 |
|    waterdrops    |  0.0  |  0.0  |
|   window-blind   | 27.62 | 39.59 |
|   window-other   | 22.14 | 36.45 |
|       wood       |  5.62 | 16.04 |
+------------------+-------+-------+
[2026-04-15 16:07:34 CLIP_DINOiser_fast_intermediate_grad] (logging.py 102): INFO Summary:
[2026-04-15 16:07:34 CLIP_DINOiser_fast_intermediate_grad] (logging.py 102): INFO 
+-------+-------+-------+
|  aAcc |  mIoU |  mAcc |
+-------+-------+-------+
| 34.38 | 23.52 | 38.17 |
+-------+-------+-------+
