[2026-03-29 22:24:36 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-29 22:26:31 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-29 22:26:31 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|    food-other    |  6.83 | 58.92 |
|      fruit       | 12.03 | 68.23 |
| furniture-other  |  5.91 |  8.95 |
|      grass       | 51.94 | 62.98 |
|      gravel      |  0.31 |  0.31 |
|   ground-other   |  1.68 | 20.53 |
|       hill       |  0.22 |  0.32 |
|      house       |  13.5 | 41.91 |
|      leaves      |  0.0  |  0.0  |
|      light       |  2.63 | 13.73 |
|       mat        |  0.0  |  nan  |
|      metal       |  5.68 |  6.06 |
|   mirror-stuff   | 13.91 |  20.6 |
|       moss       |  0.0  |  0.0  |
|     mountain     | 42.28 | 60.93 |
|       mud        |  0.0  |  0.0  |
|      napkin      |  0.0  |  0.0  |
|       net        |  3.11 | 13.21 |
|      paper       |  0.67 |  2.76 |
|     pavement     | 32.82 | 55.12 |
|      pillow      |  0.19 |  0.33 |
|   plant-other    | 12.06 | 24.41 |
|     plastic      |  1.81 |  1.87 |
|     platform     |  0.34 |  0.64 |
|   playingfield   |  1.55 |  1.57 |
|     railing      |  2.2  |  6.05 |
|     railroad     |  37.9 | 91.99 |
|      river       | 57.03 |  69.4 |
|       road       | 32.18 | 43.71 |
|       rock       | 38.75 | 54.71 |
|       roof       | 12.07 | 55.83 |
|       rug        |  1.71 |  2.3  |
|      salad       |  0.0  |  nan  |
|       sand       | 30.75 | 36.45 |
|       sea        | 42.54 | 55.22 |
|      shelf       | 33.72 | 36.79 |
|    sky-other     | 50.87 | 56.94 |
|    skyscraper    | 13.04 | 20.77 |
|       snow       | 58.37 | 73.17 |
|   solid-other    |  1.49 |  3.71 |
|      stairs      |  0.0  |  0.0  |
|      stone       |  38.2 | 52.15 |
|      straw       |  0.02 |  0.02 |
| structural-other |  0.0  |  0.0  |
|      table       | 15.42 |  19.8 |
|       tent       | 23.03 | 73.27 |
|  textile-other   |  1.74 |  2.12 |
|      towel       | 28.37 | 68.48 |
|       tree       | 25.02 | 28.15 |
|    vegetable     | 26.45 | 46.11 |
|    wall-brick    | 43.44 | 64.39 |
|  wall-concrete   |  2.15 |  2.16 |
|    wall-other    |  2.35 |  4.25 |
|    wall-panel    |  0.02 |  0.03 |
|    wall-stone    | 37.66 | 53.08 |
|    wall-tile     | 46.93 | 61.72 |
|    wall-wood     |  0.54 |  0.58 |
|   water-other    | 19.68 | 54.67 |
|    waterdrops    |  0.0  |  nan  |
|   window-blind   | 21.56 | 22.11 |
|   window-other   | 25.03 | 53.36 |
|       wood       |  2.2  |  4.39 |
+------------------+-------+-------+
[2026-03-29 22:26:31 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-29 22:26:31 CLIP_DINOiser_fast] (logging.py 102): INFO 
+-------+-------+-------+
|  aAcc |  mIoU |  mAcc |
+-------+-------+-------+
| 37.09 | 20.23 | 34.96 |
+-------+-------+-------+
