[2026-03-29 20:24:54 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-29 20:26:28 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-29 20:26:28 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|       mud        |  0.0  |  0.0  |
|      napkin      |  0.0  |  0.0  |
|       net        |  3.27 |  13.8 |
|      paper       |  0.66 |  2.72 |
|     pavement     | 33.07 |  55.2 |
|      pillow      |  0.21 |  0.36 |
|   plant-other    | 11.44 | 21.23 |
|     plastic      |  1.85 |  1.89 |
|     platform     |  0.01 |  0.02 |
|   playingfield   |  1.62 |  1.65 |
|     railing      |  0.07 |  0.19 |
|     railroad     | 37.79 | 92.22 |
|      river       |  57.5 | 68.91 |
|       road       | 32.11 | 43.56 |
|       rock       |  38.7 | 54.46 |
|       roof       | 11.85 | 55.05 |
|       rug        |  1.53 |  2.06 |
|      salad       |  0.0  |  nan  |
|       sand       |  33.9 | 39.96 |
|       sea        |  41.8 | 55.05 |
|      shelf       | 33.25 | 35.93 |
|    sky-other     |  51.2 | 57.26 |
|    skyscraper    | 12.12 | 19.63 |
|       snow       | 58.29 | 74.17 |
|   solid-other    |  1.67 |  4.18 |
|      stairs      |  0.0  |  0.0  |
|      stone       | 38.13 | 52.52 |
|      straw       |  0.02 |  0.02 |
| structural-other |  0.0  |  0.0  |
|      table       | 15.83 | 20.22 |
|       tent       | 22.59 | 72.76 |
|  textile-other   |  1.37 |  1.68 |
|      towel       | 28.62 | 68.69 |
|       tree       | 24.73 | 27.75 |
|    vegetable     | 25.54 | 45.45 |
|    wall-brick    | 42.99 | 63.93 |
|  wall-concrete   |  2.17 |  2.19 |
|    wall-other    |  2.38 |  4.33 |
|    wall-panel    |  0.0  |  0.0  |
|    wall-stone    | 37.88 | 53.13 |
|    wall-tile     | 48.85 | 64.22 |
|    wall-wood     |  0.71 |  0.76 |
|   water-other    | 19.14 | 52.65 |
|    waterdrops    |  0.0  |  nan  |
|   window-blind   | 21.49 | 22.09 |
|   window-other   | 25.36 | 54.93 |
|       wood       |  2.28 |  4.56 |
+------------------+-------+-------+
[2026-03-29 20:26:28 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-29 20:26:28 CLIP_DINOiser_fast] (logging.py 102): INFO 
+-------+-------+-------+
|  aAcc |  mIoU |  mAcc |
+-------+-------+-------+
| 37.17 | 20.27 | 35.03 |
+-------+-------+-------+
