[2026-03-29 20:10:35 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-29 20:12:04 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-29 20:12:04 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|     hot dog      |  0.0  |  0.0  |
|      pizza       | 10.61 | 15.88 |
|      donut       |  0.0  |  0.0  |
|       cake       | 16.59 | 31.72 |
|      chair       |  1.3  |  1.51 |
|      couch       | 26.97 | 36.42 |
|   potted plant   |  2.24 |  2.25 |
|       bed        |  36.9 | 46.62 |
|   dining table   | 14.85 | 17.76 |
|      toilet      | 33.44 | 93.53 |
|        tv        | 16.15 |  18.2 |
|      laptop      | 41.87 | 55.01 |
|      mouse       | 40.16 |  87.4 |
|      remote      |  6.2  |  48.5 |
|     keyboard     | 42.23 | 94.83 |
|    cell phone    | 22.63 | 29.11 |
|    microwave     | 22.66 | 24.01 |
|       oven       | 31.44 | 60.84 |
|     toaster      |  0.0  |  0.0  |
|       sink       |  22.0 |  42.8 |
|   refrigerator   | 25.37 | 30.07 |
|       book       | 35.58 | 40.77 |
|      clock       |  7.08 | 12.73 |
|       vase       | 59.51 | 76.85 |
|     scissors     |  0.0  |  0.0  |
|    teddy bear    |  0.57 |  0.57 |
|    hair drier    |  0.0  |  nan  |
|    toothbrush    |  0.0  |  0.0  |
|      banner      |  2.17 | 86.54 |
|     blanket      |  6.39 | 14.65 |
|      branch      |  1.21 |  3.0  |
|      bridge      | 24.66 | 27.16 |
|  building-other  | 22.27 |  45.1 |
|       bush       |  4.34 |  19.0 |
|     cabinet      | 29.71 | 47.43 |
|       cage       | 20.69 | 30.02 |
|    cardboard     |  0.99 |  1.45 |
|      carpet      | 53.48 | 60.95 |
|  ceiling-other   | 26.05 |  48.7 |
|   ceiling-tile   |  0.0  |  nan  |
|      cloth       |  0.0  |  0.0  |
|     clothes      |  2.0  |  9.8  |
|      clouds      | 53.66 | 59.92 |
|     counter      | 11.67 | 32.87 |
|     cupboard     |  0.0  |  0.0  |
|     curtain      | 27.63 | 31.83 |
|    desk-stuff    | 20.61 | 27.88 |
|       dirt       |  7.28 |  8.47 |
|    door-stuff    |  5.57 |  5.95 |
|      fence       | 22.25 | 35.06 |
|   floor-marble   | 14.04 | 54.05 |
|   floor-other    |  5.57 | 38.24 |
|   floor-stone    |  9.69 | 10.66 |
|    floor-tile    | 24.31 | 26.32 |
|    floor-wood    |  37.4 | 42.64 |
|      flower      |  0.0  |  0.0  |
|       fog        |  0.54 |  0.89 |
|    food-other    |  6.76 | 58.95 |
|      fruit       |  11.3 | 69.39 |
| furniture-other  |  5.8  |  8.76 |
|      grass       | 52.04 | 62.59 |
|      gravel      |  1.34 |  1.37 |
|   ground-other   |  1.61 | 19.69 |
|       hill       |  0.31 |  0.46 |
|      house       | 13.54 | 42.15 |
|      leaves      |  0.0  |  0.0  |
|      light       |  2.47 | 13.36 |
|       mat        |  0.0  |  nan  |
|      metal       |  5.73 |  6.11 |
|   mirror-stuff   | 13.87 | 20.58 |
|       moss       |  0.0  |  0.0  |
|     mountain     | 41.94 | 60.06 |
|       mud        |  0.0  |  0.0  |
|      napkin      |  0.0  |  0.0  |
|       net        |  3.1  | 13.33 |
|      paper       |  0.65 |  2.67 |
|     pavement     | 32.94 | 55.05 |
|      pillow      |  0.13 |  0.23 |
|   plant-other    | 11.69 | 22.16 |
|     plastic      |  1.42 |  1.47 |
|     platform     |  0.5  |  0.92 |
|   playingfield   |  1.58 |  1.6  |
|     railing      |  0.8  |  2.21 |
|     railroad     | 38.06 |  92.0 |
|      river       | 58.33 |  69.9 |
|       road       | 32.15 | 43.54 |
|       rock       | 38.78 | 54.47 |
|       roof       | 11.85 | 55.32 |
|       rug        |  1.83 |  2.44 |
|      salad       |  0.0  |  nan  |
|       sand       | 32.67 | 38.75 |
|       sea        | 43.28 | 55.76 |
|      shelf       | 32.95 | 35.69 |
|    sky-other     | 50.55 | 57.04 |
|    skyscraper    | 12.65 | 20.06 |
|       snow       | 58.17 | 73.65 |
|   solid-other    |  1.47 |  3.68 |
|      stairs      |  0.0  |  0.0  |
|      stone       | 37.67 | 51.71 |
|      straw       |  0.01 |  0.01 |
| structural-other |  0.0  |  0.0  |
|      table       |  15.5 | 19.78 |
|       tent       | 22.53 |  71.8 |
|  textile-other   |  1.67 |  2.06 |
|      towel       | 28.56 | 69.07 |
|       tree       | 24.53 | 27.55 |
|    vegetable     | 25.13 | 44.28 |
|    wall-brick    | 42.63 | 64.17 |
|  wall-concrete   |  2.26 |  2.27 |
|    wall-other    |  2.29 |  4.1  |
|    wall-panel    |  0.0  |  0.0  |
|    wall-stone    | 37.59 | 53.28 |
|    wall-tile     |  48.8 | 64.29 |
|    wall-wood     |  0.51 |  0.54 |
|   water-other    | 20.18 | 55.89 |
|    waterdrops    |  0.0  |  nan  |
|   window-blind   | 21.73 |  22.4 |
|   window-other   |  25.4 | 54.74 |
|       wood       |  2.14 |  4.28 |
+------------------+-------+-------+
[2026-03-29 20:12:04 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-29 20:12:04 CLIP_DINOiser_fast] (logging.py 102): INFO 
+-------+-------+-------+
|  aAcc |  mIoU |  mAcc |
+-------+-------+-------+
| 37.07 | 20.28 | 35.02 |
+-------+-------+-------+
