[2026-04-14 19:34:58 CLIP_DINOiser_fast] (run_remix_training_experiment.py 150): INFO Training finished. Running evaluation...
[2026-04-14 19:44:38 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-04-14 19:44:38 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|     cupboard     |  4.23 | 19.81 |
|     curtain      | 31.84 | 38.63 |
|    desk-stuff    | 22.44 | 37.79 |
|       dirt       | 13.08 | 14.93 |
|    door-stuff    |  13.8 | 19.06 |
|      fence       |  26.6 | 49.08 |
|   floor-marble   |  5.54 |  9.15 |
|   floor-other    |  9.05 | 38.61 |
|   floor-stone    |  1.59 |  2.79 |
|    floor-tile    | 34.87 | 40.47 |
|    floor-wood    | 23.73 | 28.72 |
|      flower      | 31.49 | 42.05 |
|       fog        | 12.75 | 16.91 |
|    food-other    | 11.14 | 74.76 |
|      fruit       |  17.6 | 64.13 |
| furniture-other  |  5.67 |  9.22 |
|      grass       | 48.75 | 61.17 |
|      gravel      | 13.39 | 24.17 |
|   ground-other   |  2.68 | 34.24 |
|       hill       |  6.41 |  8.0  |
|      house       | 11.28 | 31.21 |
|      leaves      |  7.9  |  9.68 |
|      light       |  4.19 | 29.36 |
|       mat        |  0.63 |  3.43 |
|      metal       |  3.97 |  4.53 |
|   mirror-stuff   | 12.68 | 15.26 |
|       moss       |  0.0  |  0.0  |
|     mountain     | 35.97 | 60.27 |
|       mud        |  0.08 |  0.26 |
|      napkin      |  9.43 | 37.61 |
|       net        | 10.33 | 26.78 |
|      paper       | 13.75 | 26.19 |
|     pavement     | 31.74 | 49.58 |
|      pillow      |  5.96 | 21.43 |
|   plant-other    |  5.03 |  7.25 |
|     plastic      |  3.44 |  3.63 |
|     platform     |  5.94 |  9.1  |
|   playingfield   |  0.2  |  0.2  |
|     railing      |  3.92 | 11.49 |
|     railroad     | 38.13 | 83.92 |
|      river       | 40.77 | 60.02 |
|       road       | 31.15 | 39.71 |
|       rock       | 30.81 | 43.53 |
|       roof       |  4.7  | 28.26 |
|       rug        | 19.93 | 25.42 |
|      salad       | 12.46 | 27.93 |
|       sand       | 40.63 | 50.33 |
|       sea        | 49.68 | 61.39 |
|      shelf       | 14.38 | 16.89 |
|    sky-other     | 46.97 | 56.24 |
|    skyscraper    | 22.66 |  39.8 |
|       snow       | 70.46 |  86.7 |
|   solid-other    |  0.11 |  0.57 |
|      stairs      |  9.62 | 15.83 |
|      stone       |  7.52 | 11.88 |
|      straw       | 15.99 | 20.16 |
| structural-other |  0.19 |  0.39 |
|      table       |  6.36 |  8.61 |
|       tent       |  6.0  | 12.42 |
|  textile-other   |  4.52 |  6.64 |
|      towel       |  9.92 | 42.47 |
|       tree       | 34.13 | 37.14 |
|    vegetable     |  15.0 | 45.35 |
|    wall-brick    |  29.0 | 39.96 |
|  wall-concrete   |  3.2  |  3.28 |
|    wall-other    |  6.25 | 11.61 |
|    wall-panel    |  1.93 |  2.53 |
|    wall-stone    | 24.06 | 34.78 |
|    wall-tile     | 39.09 |  59.6 |
|    wall-wood     | 11.85 | 12.82 |
|   water-other    | 15.98 | 53.38 |
|    waterdrops    |  0.06 |  0.67 |
|   window-blind   | 34.41 | 44.66 |
|   window-other   | 25.42 | 47.26 |
|       wood       |  7.68 | 23.99 |
+------------------+-------+-------+
[2026-04-14 19:44:38 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-04-14 19:44:38 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------+-------+-------+
| aAcc |  mIoU |  mAcc |
+------+-------+-------+
| 38.6 | 24.29 | 41.28 |
+------+-------+-------+
