[2026-03-29 22:11:09 CLIP_DINOiser_fast] (run_remix_training_experiment.py 140): INFO Training finished. Running evaluation...
[2026-03-29 22:13:03 CLIP_DINOiser_fast] (logging.py 102): INFO per class results:
[2026-03-29 22:13:03 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------------------+-------+-------+
|      Class       |  IoU  |  Acc  |
|    food-other    |  6.81 | 59.08 |
|      fruit       | 11.41 | 67.56 |
| furniture-other  |  5.84 |  8.88 |
|      grass       | 52.26 | 62.63 |
|      gravel      |  1.28 |  1.31 |
|   ground-other   |  1.62 | 20.11 |
|       hill       |  0.36 |  0.55 |
|      house       | 13.47 | 42.01 |
|      leaves      |  0.0  |  0.0  |
|      light       |  2.58 | 13.93 |
|       mat        |  0.0  |  nan  |
|      metal       |  5.47 |  5.85 |
|   mirror-stuff   | 14.23 | 21.25 |
|       moss       |  0.0  |  0.0  |
|     mountain     | 40.91 |  58.3 |
|       mud        |  0.0  |  0.0  |
|      napkin      |  0.0  |  0.0  |
|       net        |  2.98 | 12.52 |
|      paper       |  0.69 |  2.83 |
|     pavement     | 32.84 |  54.9 |
|      pillow      |  0.06 |  0.1  |
|   plant-other    | 12.52 | 24.44 |
|     plastic      |  1.7  |  1.76 |
|     platform     |  0.35 |  0.65 |
|   playingfield   |  1.56 |  1.59 |
|     railing      |  0.42 |  1.16 |
|     railroad     | 37.55 |  92.1 |
|      river       | 56.14 | 67.93 |
|       road       | 32.11 | 43.57 |
|       rock       | 38.35 |  53.9 |
|       roof       | 11.88 | 54.83 |
|       rug        |  2.25 |  3.14 |
|      salad       |  0.0  |  nan  |
|       sand       | 36.18 |  42.7 |
|       sea        | 42.98 | 54.74 |
|      shelf       | 33.33 | 36.16 |
|    sky-other     | 51.06 | 57.36 |
|    skyscraper    | 12.58 | 20.01 |
|       snow       | 58.19 | 74.57 |
|   solid-other    |  1.65 |  4.04 |
|      stairs      |  0.0  |  0.0  |
|      stone       | 37.47 | 51.36 |
|      straw       |  0.01 |  0.01 |
| structural-other |  0.0  |  0.0  |
|      table       | 15.44 | 19.68 |
|       tent       | 22.95 | 72.47 |
|  textile-other   |  2.11 |  2.57 |
|      towel       | 28.76 | 68.49 |
|       tree       | 24.96 | 27.99 |
|    vegetable     | 26.45 | 45.97 |
|    wall-brick    | 43.53 | 64.24 |
|  wall-concrete   |  2.65 |  2.67 |
|    wall-other    |  2.26 |  4.04 |
|    wall-panel    |  0.0  |  0.0  |
|    wall-stone    | 37.61 | 52.72 |
|    wall-tile     | 48.82 | 64.21 |
|    wall-wood     |  0.48 |  0.5  |
|   water-other    | 18.28 |  50.7 |
|    waterdrops    |  0.0  |  nan  |
|   window-blind   | 21.68 | 22.25 |
|   window-other   | 25.01 | 54.35 |
|       wood       |  2.32 |  4.65 |
+------------------+-------+-------+
[2026-03-29 22:13:03 CLIP_DINOiser_fast] (logging.py 102): INFO Summary:
[2026-03-29 22:13:03 CLIP_DINOiser_fast] (logging.py 102): INFO 
+------+-------+-------+
| aAcc |  mIoU |  mAcc |
+------+-------+-------+
| 37.2 | 20.26 | 34.98 |
+------+-------+-------+
